name,file_type.x,content_type,short_name,name_root
zeeguu_api/zeeguu_core/model/user_activitiy_data.py,py,py,user_activitiy_data.py,user_activitiy_data
zeeguu_api/zeeguu_core/model/user_article.py,py,py,user_article.py,user_article
zeeguu_api/zeeguu_core/model/user_exercise_session.py,py,py,user_exercise_session.py,user_exercise_session
zeeguu_api/zeeguu_core/model/user_language.py,py,py,user_language.py,user_language
zeeguu_api/zeeguu_core/model/user_preference.py,py,py,user_preference.py,user_preference
zeeguu_api/zeeguu_core/model/user_reading_session.py,py,py,user_reading_session.py,user_reading_session
zeeguu_api/zeeguu_core/model/user_word.py,py,py,user_word.py,user_word
zeeguu_api/zeeguu_core/model/user.py,py,py,user.py,user
zeeguu_api/zeeguu_core/model/word_knowledge/word_interaction_history.py,py,py,word_interaction_history.py,word_interaction_history
zeeguu_api/zeeguu_core/sql/query_building.py,py,py,query_building.py,query_building
zeeguu_api/zeeguu_core/sql/teacher/teachers_for_cohort.py,py,py,teachers_for_cohort.py,teachers_for_cohort
zeeguu_api/zeeguu_core/user_activity_hooks/article_interaction_hooks.py,py,py,article_interaction_hooks.py,article_interaction_hooks
zeeguu_api/zeeguu_core/user_statistics/activity.py,py,py,activity.py,activity
zeeguu_api/zeeguu_core/user_statistics/exercise_corectness.py,py,py,exercise_corectness.py,exercise_corectness
zeeguu_api/zeeguu_core/user_statistics/exercise_sessions.py,py,py,exercise_sessions.py,exercise_sessions
zeeguu_api/zeeguu_core/user_statistics/reading_sessions.py,py,py,reading_sessions.py,reading_sessions
zeeguu_api/zeeguu_core/user_statistics/student_overview.py,py,py,student_overview.py,student_overview
zeeguu_api/zeeguu_core/util/hash.py,py,py,hash.py,hash
zeeguu_api/zeeguu_core/util/text.py,py,py,text.py,text
zeeguu_api/zeeguu_core/util/timer_logging_decorator.py,py,py,timer_logging_decorator.py,timer_logging_decorator
zeeguu_api/zeeguu_core/word_scheduling/arts/__init__.py,py,py,__init__.py,__init__
zeeguu_api/zeeguu_core/word_scheduling/arts/algorithm_wrapper.py,py,py,algorithm_wrapper.py,algorithm_wrapper
zeeguu_api/zeeguu_core/word_scheduling/arts/arts_rt.py,py,py,arts_rt.py,arts_rt
zeeguu_api/zeeguu_core/word_scheduling/arts/bookmark_priority_updater.py,py,py,bookmark_priority_updater.py,bookmark_priority_updater
zeeguu_api/zeeguu_core/word_scheduling/arts/experiments/arts_diff_fast.py,py,py,arts_diff_fast.py,arts_diff_fast
zeeguu_api/zeeguu_core/word_scheduling/arts/experiments/arts_diff_slow.py,py,py,arts_diff_slow.py,arts_diff_slow
zeeguu_api/zeeguu_core/word_scheduling/arts/experiments/arts_random.py,py,py,arts_random.py,arts_random
zeeguu_api/zeeguu_core/word_scheduling/arts/tools/algo_parameter_approximator.py,py,py,algo_parameter_approximator.py,algo_parameter_approximator
zeeguu_api/zeeguu_core/word_scheduling/arts/words_to_study.py,py,py,words_to_study.py,words_to_study
zeeguu_api/zeeguu_api/api/utils/abort_handling.py,py,py,abort_handling.py,abort_handling
zeeguu_api/zeeguu_api/cross_domain_app.py,py,py,cross_domain_app.py,cross_domain_app
zeeguu_api/zeeguu_core/util/encoding.py,py,py,encoding.py,encoding
zeeguu_api,,py,zeeguu_api,zeeguu_api
zeeguu_api/zeeguu_api,,py,zeeguu_api,zeeguu_api
zeeguu_api/tests/zeeguu_api_test/test_user_data.py,py,py,test_user_data.py,test_user_data
zeeguu_api/tests/zeeguu_core_test/test_data,,py,test_data,test_data
zeeguu_api/zeeguu_core,,py,zeeguu_core,zeeguu_core
zeeguu_api/tests/zeeguu_api_test/__init__.py,py,py,__init__.py,__init__
zeeguu_api/tests/zeeguu_api_test/mocks/__init__.py,py,py,__init__.py,__init__
zeeguu_api/tests/zeeguu_core_test/__init__.py,py,py,__init__.py,__init__
zeeguu_api/tests/zeeguu_core_test/rules/__init__.py,py,py,__init__.py,__init__
zeeguu_api/tests/zeeguu_core_test/test_data/__init__.py,py,py,__init__.py,__init__
zeeguu_api/tests/zeeguu_core_test/tests_difficulty_estimator_strategies/__init__.py,py,py,__init__.py,__init__
zeeguu_api/tools/__init__.py,py,py,__init__.py,__init__
zeeguu_api/zeeguu_api/__init__.py,py,py,__init__.py,__init__
zeeguu_api/zeeguu_api/api/utils/__init__.py,py,py,__init__.py,__init__
zeeguu_api/zeeguu_core/__init__.py,py,py,__init__.py,__init__
zeeguu_api/zeeguu_core/account_management/__init__.py,py,py,__init__.py,__init__
zeeguu_api/zeeguu_core/content_retriever/__init__.py,py,py,__init__.py,__init__
zeeguu_api/zeeguu_core/elastic/__init__.py,py,py,__init__.py,__init__
zeeguu_api/zeeguu_core/emailer/__init__.py,py,py,__init__.py,__init__
zeeguu_api/zeeguu_core/exercises/__init__.py,py,py,__init__.py,__init__
zeeguu_api/zeeguu_core/language/__init__.py,py,py,__init__.py,__init__
zeeguu_api/zeeguu_core/language/strategies/__init__.py,py,py,__init__.py,__init__
zeeguu_api/zeeguu_core/model/learner_stats/__init__.py,py,py,__init__.py,__init__
zeeguu_api/zeeguu_core/model/smartwatch/__init__.py,py,py,__init__.py,__init__
zeeguu_api/zeeguu_core/model/word_knowledge/__init__.py,py,py,__init__.py,__init__
zeeguu_api/zeeguu_core/sql/__init__.py,py,py,__init__.py,__init__
zeeguu_api/zeeguu_core/sql/teacher/__init__.py,py,py,__init__.py,__init__
zeeguu_api/zeeguu_core/user_activity_hooks/__init__.py,py,py,__init__.py,__init__
zeeguu_api/zeeguu_core/util/__init__.py,py,py,__init__.py,__init__
zeeguu_api/zeeguu_core/word_scheduling/__init__.py,py,py,__init__.py,__init__
zeeguu_api/zeeguu_core/word_scheduling/arts/analysis/__init__.py,py,py,__init__.py,__init__
zeeguu_api/zeeguu_core/word_scheduling/arts/experiments/__init__.py,py,py,__init__.py,__init__
zeeguu_api/zeeguu_core/word_scheduling/arts/tools/__init__.py,py,py,__init__.py,__init__
zeeguu_api/zeeguu_core/word_stats/__init__.py,py,py,__init__.py,__init__
zeeguu_api/zeeguu_core/language,,py,language,language
zeeguu_api/zeeguu_core/sql/teacher,,py,teacher,teacher
zeeguu_api/zeeguu_core/exercises,,py,exercises,exercises
zeeguu_api/zeeguu_core/word_scheduling/arts,,py,arts,arts
zeeguu_api/zeeguu_core/constants.py,py,py,constants.py,constants
zeeguu_api/zeeguu_core/word_stats,,py,word_stats,word_stats
zeeguu_api/zeeguu_core/util,,py,util,util
zeeguu_api/zeeguu_api/api,,py,api,api
zeeguu_api/zeeguu_api/api/teacher_dashboard,,py,teacher_dashboard,teacher_dashboard
zeeguu_api/zeeguu_core/model/smartwatch,,py,smartwatch,smartwatch
zeeguu_api/zeeguu_core/user_statistics,,py,user_statistics,user_statistics
zeeguu_api/zeeguu_api/custom_fmd_graphs.py,py,py,custom_fmd_graphs.py,custom_fmd_graphs
zeeguu_api/zeeguu_core/model,,py,model,model
zeeguu_api/zeeguu_core/configuration,,py,configuration,configuration
zeeguu_api/zeeguu_core/definition_of_learned/is_learned.py,py,py,is_learned.py,is_learned
zeeguu_api/zeeguu_core/emailer,,py,emailer,emailer
requirements.txt/pip/nltk,,,,
requirements.txt/pip/requests_mock,,,,
requirements.txt/pip/Faker,,,,
requirements.txt/pip/elasticsearch,,,,
requirements.txt/pip/sortedcontainers,,,,
requirements.txt/pip/flask,,,,
requirements.txt/pip/lxml,,,,
requirements.txt/pip/flask_cors,,,,
requirements.txt/pip/requests,,,,
requirements.txt/pip/deprecated,,,,
requirements.txt/pip/numpy,,,,
requirements.txt/pip/pyphen,,,,
requirements.txt/pip/flask_sqlalchemy,,,,
requirements.txt/pip/langdetect,,,,
requirements.txt/pip/regex,,,,
requirements.txt,,,,
requirements.txt/pip,,,,
requirements.txt/pip/beautifulsoup4,,,,
